18S:1059	18S	1059	0.146550201742707	0.152961337013396
18S:1060	18S	1060	0.250698092703117	0.241847276972266
18S:1061	18S	1061	0.260365679518574	0.232438426752228
18S:1062	18S	1062	0.252348933557687	0.216820325039078
18S:1063	18S	1063	0.228960462644555	0.194355761718624
18S:1064	18S	1064	0.151085226249772	0.110004450704532
18S:1069	18S	1069	0.0683095150918849	0.0803028064304527
18S:1070	18S	1070	0.0786375354914468	0.0727282476407769
18S:1073	18S	1073	0.059316515169612	0.0842156752422398
18S:1074	18S	1074	0.0821593828100036	0.0979946741527464
18S:1075	18S	1075	0.0711817768761662	0.102664833847252
18S:1076	18S	1076	0.0867960708549713	0.112077463060237
18S:1077	18S	1077	0.0746242098604291	0.0989794602422691
18S:1078	18S	1078	0.0573264888631186	0.0663057688029589
18S:1091	18S	1091	0.0673102390328069	0.0774738362037275
18S:1092	18S	1092	0.136619570830014	0.136386044214392
18S:1093	18S	1093	0.151394327711427	0.168205009983727
18S:1094	18S	1094	0.141255601427451	0.168534010228826
18S:1095	18S	1095	0.109817608268978	0.133560219065795
18S:1096	18S	1096	0.0718197243260323	0.103295499613276
18S:1097	18S	1097	0.0719539085429199	0.131486004238921
18S:1099	18S	1099	0.0611482923062425	0.0800817372640532
18S:1100	18S	1100	0.0752531073536229	0.0975792528458512
18S:1101	18S	1101	0.077788436093895	0.107123059481899
18S:1103	18S	1103	0.041571054494899	0.0720058596849819
18S:1104	18S	1104	0.0516561982300097	0.0761672253812151
18S:1105	18S	1105	0.0549317809209757	0.0822049622631853
18S:1106	18S	1106	0.0793615071765823	0.084907290705813
18S:1107	18S	1107	0.0853397367441864	0.0872412451918845
18S:1300	18S	1300	0.0997791709037377	0.117750936341303
18S:1301	18S	1301	0.0577211108894171	0.0647854502057834
18S:1305	18S	1305	0.0658069147970888	0.0682809447653875
18S:1353	18S	1353	0.0824182071365447	0.102862608641589
18S:1354	18S	1354	0.187924328220985	0.185157822517929
18S:1355	18S	1355	0.231759230158323	0.221508160914474
