28S:1060	28S	1060	0.0652050565997864	0.130546133439874
28S:1061	28S	1061	0.0547124778326473	0.132552097272945
28S:1062	28S	1062	0.0389709546472219	0.13654789307489
28S:1081	28S	1081	0.057448604642568	0.105173054039488
28S:1082	28S	1082	0.0879112412894185	0.130761052501778
28S:1083	28S	1083	0.0899238334699062	0.12012505460874
28S:1084	28S	1084	0.0693065603150802	0.0959835311277168
28S:1087	28S	1087	0.0390201359223203	0.0677928447821701
28S:1088	28S	1088	0.0398791836403027	0.0668535361290201
28S:1090	28S	1090	0.125190122885227	0.191783344727595
28S:1091	28S	1091	0.144248045375014	0.18533232904372
28S:1092	28S	1092	0.126842467666718	0.166556435639936
28S:1093	28S	1093	0.133721784292914	0.185957874121128
28S:1094	28S	1094	0.117000210411508	0.162602810789974
28S:1099	28S	1099	0.0436289748375445	0.195360923573545
28S:1100	28S	1100	0.0605592415181131	0.181995903821086
28S:1101	28S	1101	0.076530595805766	0.121618645434083
28S:1102	28S	1102	0.0669962584721693	0.110886539595239
28S:1320	28S	1320	0.0587579445453363	0.0972272444410875
28S:1321	28S	1321	0.084583572436296	0.144469451624772
28S:1322	28S	1322	0.0923409406853362	0.160274366177288
28S:1323	28S	1323	0.101335832655933	0.153161180345852
28S:1324	28S	1324	0.107556870646962	0.157031743992787
28S:1325	28S	1325	0.048013073127245	0.0998010625857656
28S:1438	28S	1438	0.0445920951239464	0.0702860958374263
28S:1439	28S	1439	0.0445533426047242	0.0646954720326954
28S:1444	28S	1444	0.0583211619063548	0.112546688503643
28S:1445	28S	1445	0.078127318174306	0.136979697158901
28S:1446	28S	1446	0.088374600630605	0.1434112480136
28S:1447	28S	1447	0.0844945225027924	0.138214130188884
28S:1448	28S	1448	0.0662898933783356	0.0985335749577247
28S:1473	28S	1473	0.0380377762251984	0.151083591305555
28S:1474	28S	1474	0.0442653047946968	0.157719249551385
28S:1502	28S	1502	0.0479234184321061	0.0889556451980695
28S:1503	28S	1503	0.0423950363993876	0.0797877911504623
28S:1504	28S	1504	0.0414763104823246	0.0852376595880369
28S:1652	28S	1652	0.0661689013961091	0.0753533915758782
28S:1653	28S	1653	0.0670573077279095	0.0903666445029545
28S:1663	28S	1663	0.112248079380818	0.105075424129375
28S:1664	28S	1664	0.198061386121764	0.198377599088982
28S:1665	28S	1665	0.278073244012861	0.25297350313257
